	PassengerId	Survived	Pclass	Sex	Age	SibSp	Parch	Fare	Embarked	ship	Deck	Title
421	422	False	3	0	21	0	0	7.0	2	Titanic	8	1.0
422	423	False	3	0	29	0	0	7.0	0	Titanic	8	1.0
423	424	False	3	1	28	1	1	14.0	0	Titanic	8	3.0
424	425	False	3	0	18	1	1	20.0	0	Titanic	8	1.0
425	426	False	3	0	24	0	0	7.0	0	Titanic	8	1.0
426	427	True	2	1	28	1	0	26.0	0	Titanic	8	3.0
427	428	True	2	1	19	0	0	26.0	0	Titanic	8	2.0
428	429	False	3	0	20	0	0	7.0	2	Titanic	8	1.0
429	430	True	3	0	32	0	0	8.0	0	Titanic	5	1.0
430	431	True	1	0	28	0	0	26.0	0	Titanic	3	1.0
431	432	True	3	1	25	1	0	16.0	0	Titanic	8	3.0
432	433	True	2	1	42	1	0	26.0	0	Titanic	8	3.0
433	434	False	3	0	17	0	0	7.0	0	Titanic	8	1.0
434	435	False	1	0	50	1	0	55.0	0	Titanic	5	1.0
435	436	True	1	1	14	1	2	120.0	0	Titanic	2	2.0
436	437	False	3	1	21	2	2	34.0	0	Titanic	8	2.0
437	438	True	2	1	24	2	3	18.0	0	Titanic	8	3.0
438	439	False	1	0	64	1	4	263.0	0	Titanic	3	1.0
439	440	False	2	0	31	0	0	10.0	0	Titanic	8	1.0
440	441	True	2	1	45	1	1	26.0	0	Titanic	8	3.0
441	442	False	3	0	20	0	0	9.0	0	Titanic	8	1.0
442	443	False	3	0	25	1	0	7.0	0	Titanic	8	1.0
443	444	True	2	1	28	0	0	13.0	0	Titanic	8	2.0
444	445	True	3	0	17	0	0	8.0	0	Titanic	8	1.0
445	446	True	1	0	4	0	2	81.0	0	Titanic	1	4.0
446	447	True	2	1	13	0	1	19.0	0	Titanic	8	2.0
447	448	True	1	0	34	0	0	26.0	0	Titanic	8	1.0
448	449	True	3	1	5	2	1	19.0	1	Titanic	8	2.0
449	450	True	1	0	52	0	0	30.0	0	Titanic	3	5.0
450	451	False	2	0	36	1	2	27.0	0	Titanic	8	1.0
451	452	False	3	0	20	1	0	19.0	0	Titanic	8	1.0
452	453	False	1	0	30	0	0	27.0	1	Titanic	3	1.0
453	454	True	1	0	49	1	0	89.0	1	Titanic	3	1.0
454	455	False	3	0	34	0	0	8.0	0	Titanic	8	1.0
455	456	True	3	0	29	0	0	7.0	1	Titanic	8	1.0
456	457	False	1	0	65	0	0	26.0	0	Titanic	5	1.0
457	458	True	1	1	27	1	0	51.0	0	Titanic	4	3.0
458	459	True	2	1	50	0	0	10.0	0	Titanic	8	2.0
459	460	False	3	0	14	0	0	7.0	2	Titanic	8	1.0
460	461	True	1	0	48	0	0	26.0	0	Titanic	5	1.0
461	462	False	3	0	34	0	0	8.0	0	Titanic	8	1.0
462	463	False	1	0	47	0	0	38.0	0	Titanic	5	1.0
463	464	False	2	0	48	0	0	13.0	0	Titanic	8	1.0
464	465	False	3	0	27	0	0	8.0	0	Titanic	8	1.0
465	466	False	3	0	38	0	0	7.0	0	Titanic	8	1.0
466	467	False	2	0	15	0	0	0.0	0	Titanic	8	1.0
467	468	False	1	0	56	0	0	26.0	0	Titanic	8	1.0
468	469	False	3	0	26	0	0	7.0	2	Titanic	8	1.0
469	470	True	3	1	0	2	1	19.0	1	Titanic	8	2.0
470	471	False	3	0	22	0	0	7.0	0	Titanic	8	1.0
471	472	False	3	0	38	0	0	8.0	0	Titanic	8	1.0
472	473	True	2	1	33	1	2	27.0	0	Titanic	8	3.0
473	474	True	2	1	23	0	0	13.0	1	Titanic	4	3.0
474	475	False	3	1	22	0	0	9.0	0	Titanic	8	2.0
475	476	False	1	0	30	0	0	52.0	0	Titanic	1	1.0
476	477	False	2	0	34	1	0	21.0	0	Titanic	8	1.0
477	478	False	3	0	29	1	0	7.0	0	Titanic	8	1.0
478	479	False	3	0	22	0	0	7.0	0	Titanic	8	1.0
479	480	True	3	1	2	0	1	12.0	0	Titanic	8	2.0
480	481	False	3	0	9	5	2	46.0	0	Titanic	8	4.0
481	482	False	2	0	16	0	0	0.0	0	Titanic	8	1.0
482	483	False	3	0	50	0	0	8.0	0	Titanic	8	1.0
483	484	True	3	1	63	0	0	9.0	0	Titanic	8	3.0
484	485	True	1	0	25	1	0	91.0	1	Titanic	2	1.0
485	486	False	3	1	35	3	1	25.0	0	Titanic	8	2.0
486	487	True	1	1	35	1	0	90.0	0	Titanic	3	3.0
487	488	False	1	0	58	0	0	29.0	1	Titanic	2	1.0
488	489	False	3	0	30	0	0	8.0	0	Titanic	8	1.0
489	490	True	3	0	9	1	1	15.0	0	Titanic	8	4.0
490	491	False	3	0	32	1	0	19.0	0	Titanic	8	1.0
491	492	False	3	0	21	0	0	7.0	0	Titanic	8	1.0
492	493	False	1	0	55	0	0	30.0	0	Titanic	3	1.0
493	494	False	1	0	71	0	0	49.0	1	Titanic	8	1.0
494	495	False	3	0	21	0	0	8.0	0	Titanic	8	1.0
495	496	False	3	0	40	0	0	14.0	1	Titanic	8	1.0
496	497	True	1	1	54	1	0	78.0	1	Titanic	4	2.0
497	498	False	3	0	22	0	0	15.0	0	Titanic	8	1.0
498	499	False	1	1	25	1	2	151.0	0	Titanic	3	3.0
499	500	False	3	0	24	0	0	7.0	0	Titanic	8	1.0
500	501	False	3	0	17	0	0	8.0	0	Titanic	8	1.0
501	502	False	3	1	21	0	0	7.0	2	Titanic	8	2.0
502	503	False	3	1	20	0	0	7.0	2	Titanic	8	2.0
503	504	False	3	1	37	0	0	9.0	0	Titanic	8	2.0
504	505	True	1	1	16	0	0	86.0	0	Titanic	2	2.0
505	506	False	1	0	18	1	0	108.0	1	Titanic	3	1.0
506	507	True	2	1	33	0	2	26.0	0	Titanic	8	3.0
507	508	True	1	0	43	0	0	26.0	0	Titanic	8	1.0
508	509	False	3	0	28	0	0	22.0	0	Titanic	8	1.0
509	510	True	3	0	26	0	0	56.0	0	Titanic	8	1.0
510	511	True	3	0	29	0	0	7.0	2	Titanic	8	1.0
511	512	False	3	0	30	0	0	8.0	0	Titanic	8	1.0
512	513	True	1	0	36	0	0	26.0	0	Titanic	5	1.0
513	514	True	1	1	54	1	0	59.0	1	Titanic	8	3.0
514	515	False	3	0	24	0	0	7.0	0	Titanic	8	1.0
515	516	False	1	0	47	0	0	34.0	0	Titanic	4	1.0
516	517	True	2	1	34	0	0	10.0	0	Titanic	6	3.0
517	518	False	3	0	17	0	0	24.0	2	Titanic	8	1.0
518	519	True	2	1	36	1	0	26.0	0	Titanic	8	3.0
519	520	False	3	0	32	0	0	7.0	0	Titanic	8	1.0
520	225	True	1	0	38	1	0	90.0	0	Titanic	3	1.0
521	522	False	3	0	22	0	0	7.0	0	Titanic	8	1.0
522	523	False	3	0	37	0	0	7.0	1	Titanic	8	1.0
523	524	True	1	1	44	0	1	57.0	1	Titanic	2	3.0
524	525	False	3	0	40	0	0	7.0	1	Titanic	8	1.0
525	526	False	3	0	40	0	0	7.0	2	Titanic	8	1.0
526	527	True	2	1	50	0	0	10.0	0	Titanic	8	2.0
527	528	False	1	0	43	0	0	221.0	0	Titanic	3	1.0
528	529	False	3	0	39	0	0	7.0	0	Titanic	8	1.0
529	530	False	2	0	23	2	1	11.0	0	Titanic	8	1.0
530	531	True	2	1	2	1	1	26.0	0	Titanic	8	2.0
531	532	False	3	0	26	0	0	7.0	1	Titanic	8	1.0
532	533	False	3	0	17	1	1	7.0	1	Titanic	8	1.0
533	534	True	3	1	26	0	2	22.0	1	Titanic	8	3.0
534	535	False	3	1	30	0	0	8.0	0	Titanic	8	2.0
535	536	True	2	1	7	0	2	26.0	0	Titanic	8	2.0
536	537	False	1	0	45	0	0	26.0	0	Titanic	2	5.0
537	538	True	1	1	30	0	0	106.0	1	Titanic	8	2.0
538	539	False	3	0	39	0	0	14.0	0	Titanic	8	1.0
539	540	True	1	1	22	0	2	49.0	1	Titanic	2	2.0
540	541	True	1	1	36	0	2	71.0	0	Titanic	2	2.0
541	542	False	3	1	9	4	2	31.0	0	Titanic	8	2.0
542	543	False	3	1	11	4	2	31.0	0	Titanic	8	2.0
543	544	True	2	0	32	1	0	26.0	0	Titanic	8	1.0
544	545	False	1	0	50	1	0	106.0	1	Titanic	3	1.0
545	546	False	1	0	64	0	0	26.0	0	Titanic	8	1.0
546	547	True	2	1	19	1	0	26.0	0	Titanic	8	3.0
547	548	True	2	0	30	0	0	13.0	1	Titanic	8	1.0
548	549	False	3	0	33	1	1	20.0	0	Titanic	8	1.0
549	550	True	2	0	8	1	1	36.0	0	Titanic	8	4.0
550	551	True	1	0	17	0	2	110.0	1	Titanic	3	1.0
551	552	False	2	0	27	0	0	26.0	0	Titanic	8	1.0
552	553	False	3	0	28	0	0	7.0	2	Titanic	8	1.0
553	554	True	3	0	22	0	0	7.0	1	Titanic	8	1.0
554	555	True	3	1	22	0	0	7.0	0	Titanic	8	2.0
555	556	False	1	0	62	0	0	26.0	0	Titanic	8	1.0
556	557	True	1	1	48	1	0	39.0	1	Titanic	1	5.0
557	558	False	1	0	27	0	0	227.0	1	Titanic	8	1.0
558	559	True	1	1	39	1	1	79.0	0	Titanic	5	3.0
559	560	True	3	1	36	1	0	17.0	0	Titanic	8	3.0
560	561	False	3	0	42	0	0	7.0	2	Titanic	8	1.0
561	562	False	3	0	40	0	0	7.0	0	Titanic	8	1.0
562	563	False	2	0	28	0	0	13.0	0	Titanic	8	1.0
563	564	False	3	0	39	0	0	8.0	0	Titanic	8	1.0
564	565	False	3	1	42	0	0	8.0	0	Titanic	8	2.0
565	566	False	3	0	24	2	0	24.0	0	Titanic	8	1.0
566	567	False	3	0	19	0	0	7.0	0	Titanic	8	1.0
567	568	False	3	1	29	0	4	21.0	0	Titanic	8	3.0
568	569	False	3	0	22	0	0	7.0	1	Titanic	8	1.0
569	570	True	3	0	32	0	0	7.0	0	Titanic	8	1.0
570	571	True	2	0	62	0	0	10.0	0	Titanic	8	1.0
571	572	True	1	1	53	2	0	51.0	0	Titanic	3	3.0
572	573	True	1	0	36	0	0	26.0	0	Titanic	5	1.0
573	574	True	3	1	21	0	0	7.0	2	Titanic	8	2.0
574	575	False	3	0	16	0	0	8.0	0	Titanic	8	1.0
575	576	False	3	0	19	0	0	14.0	0	Titanic	8	1.0
576	577	True	2	1	34	0	0	13.0	0	Titanic	8	2.0
577	578	True	1	1	39	1	0	55.0	0	Titanic	5	3.0
578	579	False	3	1	34	1	0	14.0	1	Titanic	8	3.0
579	580	True	3	0	32	0	0	7.0	0	Titanic	8	1.0
580	581	True	2	1	25	1	1	30.0	0	Titanic	8	2.0
581	582	True	1	1	39	1	1	110.0	1	Titanic	3	3.0
582	583	False	2	0	54	0	0	26.0	0	Titanic	8	1.0
583	584	False	1	0	36	0	0	40.0	1	Titanic	1	1.0
584	585	False	3	0	15	0	0	8.0	1	Titanic	8	1.0
585	586	True	1	1	18	0	2	79.0	0	Titanic	5	2.0
586	587	False	2	0	47	0	0	15.0	0	Titanic	8	1.0
587	588	True	1	0	60	1	1	79.0	1	Titanic	2	1.0
588	589	False	3	0	22	0	0	8.0	0	Titanic	8	1.0
589	590	False	3	0	29	0	0	8.0	0	Titanic	8	1.0
590	591	False	3	0	35	0	0	7.0	0	Titanic	8	1.0
591	592	True	1	1	52	1	0	78.0	1	Titanic	4	3.0
592	593	False	3	0	47	0	0	7.0	0	Titanic	8	1.0
593	594	False	3	1	35	0	2	7.0	2	Titanic	8	2.0
594	595	False	2	0	37	1	0	26.0	0	Titanic	8	1.0
595	596	False	3	0	36	1	1	24.0	0	Titanic	8	1.0
596	597	True	2	1	30	0	0	33.0	0	Titanic	8	2.0
597	598	False	3	0	49	0	0	0.0	0	Titanic	8	1.0
598	599	False	3	0	41	0	0	7.0	1	Titanic	8	1.0
599	600	True	1	0	49	1	0	56.0	1	Titanic	1	5.0
600	601	True	2	1	24	2	1	27.0	0	Titanic	8	3.0
601	602	False	3	0	40	0	0	7.0	0	Titanic	8	1.0
602	603	False	1	0	25	0	0	42.0	0	Titanic	8	1.0
603	604	False	3	0	44	0	0	8.0	0	Titanic	8	1.0
604	605	True	1	0	35	0	0	26.0	1	Titanic	8	1.0
605	606	False	3	0	36	1	0	15.0	0	Titanic	8	1.0
606	607	False	3	0	30	0	0	7.0	0	Titanic	8	1.0
607	608	True	1	0	27	0	0	30.0	0	Titanic	8	1.0
608	609	True	2	1	22	1	2	41.0	1	Titanic	8	3.0
609	610	True	1	1	40	0	0	153.0	0	Titanic	3	2.0
610	611	False	3	1	39	1	5	31.0	0	Titanic	8	3.0
611	612	False	3	0	36	0	0	7.0	0	Titanic	8	1.0
612	613	True	3	1	34	1	0	15.0	2	Titanic	8	2.0
613	614	False	3	0	39	0	0	7.0	2	Titanic	8	1.0
614	615	False	3	0	35	0	0	8.0	0	Titanic	8	1.0
615	616	True	2	1	24	1	2	65.0	0	Titanic	8	2.0
616	617	False	3	0	34	1	1	14.0	0	Titanic	8	1.0
617	618	False	3	1	26	1	0	16.0	0	Titanic	8	3.0
618	619	True	2	1	4	2	1	39.0	0	Titanic	6	2.0
619	620	False	2	0	26	0	0	10.0	0	Titanic	8	1.0
620	621	False	3	0	27	1	0	14.0	1	Titanic	8	1.0
621	622	True	1	0	42	1	0	52.0	0	Titanic	4	1.0
622	623	True	3	0	20	1	1	15.0	1	Titanic	8	1.0
623	624	False	3	0	21	0	0	7.0	0	Titanic	8	1.0
624	625	False	3	0	21	0	0	16.0	0	Titanic	8	1.0
625	626	False	1	0	61	0	0	32.0	0	Titanic	4	1.0
626	627	False	2	0	57	0	0	12.0	2	Titanic	8	5.0
627	628	True	1	1	21	0	0	77.0	0	Titanic	4	2.0
628	629	False	3	0	26	0	0	7.0	0	Titanic	8	1.0
629	630	False	3	0	21	0	0	7.0	2	Titanic	8	1.0
630	631	True	1	0	80	0	0	30.0	0	Titanic	1	1.0
631	632	False	3	0	51	0	0	7.0	0	Titanic	8	1.0
632	633	True	1	0	32	0	0	30.0	1	Titanic	2	5.0
633	634	False	1	0	36	0	0	0.0	0	Titanic	8	1.0
634	635	False	3	1	9	3	2	27.0	0	Titanic	8	2.0
635	636	True	2	1	28	0	0	13.0	0	Titanic	8	2.0
636	637	False	3	0	32	0	0	7.0	0	Titanic	8	1.0
637	638	False	2	0	31	1	1	26.0	0	Titanic	8	1.0
638	639	False	3	1	41	0	5	39.0	0	Titanic	8	3.0
639	640	False	3	0	36	1	0	16.0	0	Titanic	8	1.0
640	641	False	3	0	20	0	0	7.0	0	Titanic	8	1.0
641	642	True	1	1	24	0	0	69.0	1	Titanic	2	2.0
642	643	False	3	1	2	3	2	27.0	0	Titanic	8	2.0
643	644	True	3	0	19	0	0	56.0	0	Titanic	8	1.0
644	645	True	3	1	0	2	1	19.0	1	Titanic	8	2.0
645	646	True	1	0	48	1	0	76.0	1	Titanic	4	1.0
646	647	False	3	0	19	0	0	7.0	0	Titanic	8	1.0
647	648	True	1	0	56	0	0	35.0	1	Titanic	1	5.0
648	649	False	3	0	35	0	0	7.0	0	Titanic	8	1.0
649	650	True	3	1	23	0	0	7.0	0	Titanic	8	2.0
650	651	False	3	0	39	0	0	7.0	0	Titanic	8	1.0
651	652	True	2	1	18	0	1	23.0	0	Titanic	8	2.0
652	653	False	3	0	21	0	0	8.0	0	Titanic	8	1.0
653	654	True	3	1	18	0	0	7.0	2	Titanic	8	2.0
654	655	False	3	1	18	0	0	6.0	2	Titanic	8	2.0
655	656	False	2	0	24	2	0	73.0	0	Titanic	8	1.0
656	657	False	3	0	19	0	0	7.0	0	Titanic	8	1.0
657	658	False	3	1	32	1	1	15.0	2	Titanic	8	3.0
658	659	False	2	0	23	0	0	13.0	0	Titanic	8	1.0
659	660	False	1	0	58	0	2	113.0	1	Titanic	4	1.0
660	661	True	1	0	50	2	0	133.0	0	Titanic	8	5.0
661	662	False	3	0	40	0	0	7.0	1	Titanic	8	1.0
662	663	False	1	0	47	0	0	25.0	0	Titanic	5	1.0
663	664	False	3	0	36	0	0	7.0	0	Titanic	8	1.0
664	665	True	3	0	20	1	0	7.0	0	Titanic	8	1.0
665	666	False	2	0	32	2	0	73.0	0	Titanic	8	1.0
666	667	False	2	0	28	0	0	13.0	0	Titanic	8	1.0
667	668	False	3	0	27	0	0	7.0	0	Titanic	8	1.0
668	669	False	3	0	43	0	0	8.0	0	Titanic	8	1.0
669	670	True	1	1	34	1	0	52.0	0	Titanic	3	3.0
670	671	True	2	1	40	1	1	39.0	0	Titanic	8	3.0
671	672	False	1	0	31	1	0	52.0	0	Titanic	2	1.0
672	673	False	2	0	70	0	0	10.0	0	Titanic	8	1.0
673	674	True	2	0	31	0	0	13.0	0	Titanic	8	1.0
674	675	False	2	0	43	0	0	0.0	0	Titanic	8	1.0
675	676	False	3	0	18	0	0	7.0	0	Titanic	8	1.0
676	677	False	3	0	24	0	0	8.0	0	Titanic	8	1.0
677	678	True	3	1	18	0	0	9.0	0	Titanic	8	2.0
678	225	True	1	0	38	1	0	90.0	0	Titanic	3	1.0
679	680	True	1	0	36	0	1	512.0	1	Titanic	2	1.0
680	681	False	3	1	15	0	0	8.0	2	Titanic	8	2.0
681	682	True	1	0	27	0	0	76.0	1	Titanic	4	1.0
682	683	False	3	0	20	0	0	9.0	0	Titanic	8	1.0
683	684	False	3	0	14	5	2	46.0	0	Titanic	8	1.0
684	685	False	2	0	60	1	1	39.0	0	Titanic	8	1.0
685	686	False	2	0	25	1	2	41.0	1	Titanic	8	1.0
686	687	False	3	0	14	4	1	39.0	0	Titanic	8	1.0
687	688	False	3	0	19	0	0	10.0	0	Titanic	8	1.0
688	689	False	3	0	18	0	0	7.0	0	Titanic	8	1.0
689	690	True	1	1	15	0	1	211.0	0	Titanic	2	2.0
690	691	True	1	0	31	1	0	57.0	0	Titanic	2	1.0
691	692	True	3	1	4	0	1	13.0	1	Titanic	8	2.0
692	693	True	3	0	22	0	0	56.0	0	Titanic	8	1.0
693	694	False	3	0	25	0	0	7.0	1	Titanic	8	1.0
694	695	False	1	0	60	0	0	26.0	0	Titanic	8	5.0
695	696	False	2	0	52	0	0	13.0	0	Titanic	8	1.0
696	697	False	3	0	44	0	0	8.0	0	Titanic	8	1.0
697	698	True	3	1	27	0	0	7.0	2	Titanic	8	2.0
698	699	False	1	0	49	1	1	110.0	1	Titanic	3	1.0
699	700	False	3	0	42	0	0	7.0	0	Titanic	6	1.0
700	701	True	1	1	18	1	0	227.0	1	Titanic	3	3.0
701	702	True	1	0	35	0	0	26.0	0	Titanic	5	1.0
702	703	False	3	1	18	0	1	14.0	1	Titanic	8	2.0
703	704	False	3	0	25	0	0	7.0	2	Titanic	8	1.0
704	705	False	3	0	26	1	0	7.0	0	Titanic	8	1.0
705	706	False	2	0	39	0	0	26.0	0	Titanic	8	1.0
706	707	True	2	1	45	0	0	13.0	0	Titanic	8	3.0
707	708	True	1	0	42	0	0	26.0	0	Titanic	5	1.0
708	709	True	1	1	22	0	0	151.0	0	Titanic	8	2.0
709	710	True	3	0	30	1	1	15.0	1	Titanic	8	4.0
710	711	True	1	1	24	0	0	49.0	1	Titanic	3	2.0
711	712	False	1	0	32	0	0	26.0	0	Titanic	3	1.0
712	713	True	1	0	48	1	0	52.0	0	Titanic	3	1.0
713	714	False	3	0	29	0	0	9.0	0	Titanic	8	1.0
714	715	False	2	0	52	0	0	13.0	0	Titanic	8	1.0
715	716	False	3	0	19	0	0	7.0	0	Titanic	6	1.0
716	717	True	1	1	38	0	0	227.0	1	Titanic	3	2.0
717	718	True	2	1	27	0	0	10.0	0	Titanic	5	2.0
718	719	False	3	0	27	0	0	15.0	2	Titanic	8	1.0
719	720	False	3	0	33	0	0	7.0	0	Titanic	8	1.0
720	721	True	2	1	6	0	1	33.0	0	Titanic	8	2.0
721	722	False	3	0	17	1	0	7.0	0	Titanic	8	1.0
722	723	False	2	0	34	0	0	13.0	0	Titanic	8	1.0
723	724	False	2	0	50	0	0	13.0	0	Titanic	8	1.0
724	725	True	1	0	27	1	0	53.0	0	Titanic	5	1.0
725	726	False	3	0	20	0	0	8.0	0	Titanic	8	1.0
726	727	True	2	1	30	3	0	21.0	0	Titanic	8	3.0
727	728	True	3	1	22	0	0	7.0	2	Titanic	8	2.0
728	729	False	2	0	25	1	0	26.0	0	Titanic	8	1.0
729	730	False	3	1	25	1	0	7.0	0	Titanic	8	2.0
730	731	True	1	1	29	0	0	211.0	0	Titanic	2	2.0
731	732	False	3	0	11	0	0	18.0	1	Titanic	8	1.0
732	733	False	2	0	16	0	0	0.0	0	Titanic	8	1.0
733	734	False	2	0	23	0	0	13.0	0	Titanic	8	1.0
734	735	False	2	0	23	0	0	13.0	0	Titanic	8	1.0
735	736	False	3	0	28	0	0	16.0	0	Titanic	8	1.0
736	737	False	3	1	48	1	3	34.0	0	Titanic	8	3.0
737	738	True	1	0	35	0	0	512.0	1	Titanic	2	1.0
738	739	False	3	0	30	0	0	7.0	0	Titanic	8	1.0
739	740	False	3	0	23	0	0	7.0	0	Titanic	8	1.0
740	741	True	1	0	22	0	0	30.0	0	Titanic	4	1.0
741	742	False	1	0	36	1	0	78.0	0	Titanic	3	1.0
742	743	True	1	1	21	2	2	262.0	1	Titanic	2	2.0
743	744	False	3	0	24	1	0	16.0	0	Titanic	8	1.0
744	745	True	3	0	31	0	0	7.0	0	Titanic	8	1.0
745	746	False	1	0	70	1	1	71.0	0	Titanic	2	5.0
746	747	False	3	0	16	1	1	20.0	0	Titanic	8	1.0
747	748	True	2	1	30	0	0	13.0	0	Titanic	8	2.0
748	749	False	1	0	19	1	0	53.0	0	Titanic	4	1.0
749	750	False	3	0	31	0	0	7.0	2	Titanic	8	1.0
750	751	True	2	1	4	1	1	23.0	0	Titanic	8	2.0
751	752	True	3	0	6	0	1	12.0	0	Titanic	5	4.0
752	753	False	3	0	33	0	0	9.0	0	Titanic	8	1.0
753	754	False	3	0	23	0	0	7.0	0	Titanic	8	1.0
754	755	True	2	1	48	1	2	65.0	0	Titanic	8	3.0
755	756	True	2	0	0	1	1	14.0	0	Titanic	8	4.0
756	757	False	3	0	28	0	0	7.0	0	Titanic	8	1.0
757	758	False	2	0	18	0	0	11.0	0	Titanic	8	1.0
758	759	False	3	0	34	0	0	8.0	0	Titanic	8	1.0
759	760	True	1	1	33	0	0	86.0	0	Titanic	2	5.0
760	761	False	3	0	19	0	0	14.0	0	Titanic	8	1.0
761	762	False	3	0	41	0	0	7.0	0	Titanic	8	1.0
762	763	True	3	0	20	0	0	7.0	1	Titanic	8	1.0
763	764	True	1	1	36	1	2	120.0	0	Titanic	2	3.0
764	765	False	3	0	16	0	0	7.0	0	Titanic	8	1.0
765	766	True	1	1	51	1	0	77.0	0	Titanic	4	3.0
766	767	False	1	0	38	0	0	39.0	1	Titanic	8	5.0
767	768	False	3	1	30	0	0	7.0	2	Titanic	8	2.0
768	769	False	3	0	19	1	0	24.0	2	Titanic	8	1.0
769	770	False	3	0	32	0	0	8.0	0	Titanic	8	1.0
770	771	False	3	0	24	0	0	9.0	0	Titanic	8	1.0
771	772	False	3	0	48	0	0	7.0	0	Titanic	8	1.0
772	773	False	2	1	57	0	0	10.0	0	Titanic	5	3.0
773	774	False	3	0	29	0	0	7.0	1	Titanic	8	1.0
774	775	True	2	1	54	1	3	23.0	0	Titanic	8	3.0
775	776	False	3	0	18	0	0	7.0	0	Titanic	8	1.0
776	777	False	3	0	33	0	0	7.0	2	Titanic	6	1.0
777	778	True	3	1	5	0	0	12.0	0	Titanic	8	2.0
778	779	False	3	0	20	0	0	7.0	2	Titanic	8	1.0
779	780	True	1	1	43	0	1	211.0	0	Titanic	2	3.0
780	781	True	3	1	13	0	0	7.0	1	Titanic	8	2.0
781	782	True	1	1	17	1	0	57.0	0	Titanic	2	3.0
782	783	False	1	0	29	0	0	30.0	0	Titanic	4	1.0
783	784	False	3	0	19	1	2	23.0	0	Titanic	8	1.0
784	785	False	3	0	25	0	0	7.0	0	Titanic	8	1.0
785	786	False	3	0	25	0	0	7.0	0	Titanic	8	1.0
786	787	True	3	1	18	0	0	7.0	0	Titanic	8	2.0
787	788	False	3	0	8	4	1	29.0	2	Titanic	8	4.0
788	789	True	3	0	1	1	2	20.0	0	Titanic	8	4.0
789	790	False	1	0	46	0	0	79.0	1	Titanic	2	1.0
790	791	False	3	0	19	0	0	7.0	2	Titanic	8	1.0
791	792	False	2	0	16	0	0	26.0	0	Titanic	8	1.0
792	793	False	3	1	17	8	2	69.0	0	Titanic	8	2.0
793	794	False	1	0	28	0	0	30.0	1	Titanic	8	1.0
794	795	False	3	0	25	0	0	7.0	0	Titanic	8	1.0
795	796	False	2	0	39	0	0	13.0	0	Titanic	8	1.0
796	797	True	1	1	49	0	0	25.0	0	Titanic	4	5.0
797	798	True	3	1	31	0	0	8.0	0	Titanic	8	3.0
798	799	False	3	0	30	0	0	7.0	1	Titanic	8	1.0
799	800	False	3	1	30	1	1	24.0	0	Titanic	8	3.0
800	801	False	2	0	34	0	0	13.0	0	Titanic	8	1.0
801	802	True	2	1	31	1	1	26.0	0	Titanic	8	3.0
802	803	True	1	0	11	1	2	120.0	0	Titanic	2	4.0
803	804	True	3	0	0	0	1	8.0	1	Titanic	8	4.0
804	805	True	3	0	27	0	0	6.0	0	Titanic	8	1.0
805	806	False	3	0	31	0	0	7.0	0	Titanic	8	1.0
806	807	False	1	0	39	0	0	0.0	0	Titanic	1	1.0
807	808	False	3	1	18	0	0	7.0	0	Titanic	8	2.0
808	809	False	2	0	39	0	0	13.0	0	Titanic	8	1.0
809	810	True	1	1	33	1	0	53.0	0	Titanic	5	3.0
810	811	False	3	0	26	0	0	7.0	0	Titanic	8	1.0
811	812	False	3	0	39	0	0	24.0	0	Titanic	8	1.0
812	813	False	2	0	35	0	0	10.0	0	Titanic	8	1.0
813	814	False	3	1	6	4	2	31.0	0	Titanic	8	2.0
814	815	False	3	0	30	0	0	8.0	0	Titanic	8	1.0
815	816	False	1	0	21	0	0	0.0	0	Titanic	2	1.0
816	817	False	3	1	23	0	0	7.0	0	Titanic	8	2.0
817	818	False	2	0	31	1	1	37.0	1	Titanic	8	1.0
818	819	False	3	0	43	0	0	6.0	0	Titanic	8	1.0
819	820	False	3	0	10	3	2	27.0	0	Titanic	8	4.0
820	821	True	1	1	52	1	1	93.0	0	Titanic	2	3.0
821	822	True	3	0	27	0	0	8.0	0	Titanic	8	1.0
822	823	False	1	0	38	0	0	0.0	0	Titanic	8	5.0
823	824	True	3	1	27	0	1	12.0	0	Titanic	5	3.0
824	825	False	3	0	2	4	1	39.0	0	Titanic	8	4.0
825	826	False	3	0	42	0	0	6.0	2	Titanic	8	1.0
826	827	False	3	0	25	0	0	56.0	0	Titanic	8	1.0
827	828	True	2	0	1	0	2	37.0	1	Titanic	8	4.0
828	829	True	3	0	17	0	0	7.0	2	Titanic	8	1.0
829	830	True	1	1	62	0	0	80.0	0	Titanic	2	3.0
830	831	True	3	1	15	1	0	14.0	1	Titanic	8	3.0
831	832	True	2	0	0	1	1	18.0	0	Titanic	8	4.0
832	833	False	3	0	43	0	0	7.0	1	Titanic	8	1.0
833	834	False	3	0	23	0	0	7.0	0	Titanic	8	1.0
834	835	False	3	0	18	0	0	8.0	0	Titanic	8	1.0
835	836	True	1	1	39	1	1	83.0	1	Titanic	5	2.0
836	837	False	3	0	21	0	0	8.0	0	Titanic	8	1.0
837	838	False	3	0	19	0	0	8.0	0	Titanic	8	1.0
838	839	True	3	0	32	0	0	56.0	0	Titanic	8	1.0
839	840	True	1	0	41	0	0	29.0	1	Titanic	3	1.0
840	841	False	3	0	20	0	0	7.0	0	Titanic	8	1.0
841	842	False	2	0	16	0	0	10.0	0	Titanic	8	1.0
842	843	True	1	1	30	0	0	31.0	1	Titanic	8	2.0
